,Book_ID,Book Title,Book Subtitle,Book Author,Book Narrator,Audio Runtime,Audiobook_Type,Categories,Rating,Total No. of Ratings,Price
2020,2021,Una vida con Ángeles: Mensajes para iluminar tu día [A Life with Angels: Messages to Light Up Your Day],,Tania Karam,Tania Karam,16 mins,Unabridged Audiobook,"Relationships, Parenting & Personal Development",4.7,158.0,$0.00 
2021,2022,LOL: Funny Jokes and Riddles for Kids,,Johnny B. Laughing,Justin James,16 mins,Unabridged Audiobook,Arts & Entertainment,4.8,10.0,$3.95 
2022,2023,Collared,,Kay Diamond,Scottie Calif,16 mins,Unabridged Audiobook,Erotica,5,1.0,$3.95 
2023,2024,Self-Discipline,"""The Power"" of Series",Anonymous G.,Andrew Amador,16 mins,Unabridged Audiobook,Education & Learning,5,7.0,$3.95 
2024,2025,Mothers with Mental Illness,Learn How to Maintain Your Relationship with Your Children,Patricia A Carlisle,Sangita Chauhan,16 mins,Unabridged Audiobook,Health & Wellness,5,2.0,$3.95 
2025,2026,Learn Spanish with Innovative Language's Proven Language System - Level 3: Beginner Spanish,Beginner Spanish #2,Innovative Language Learning,SpanishPod101.com,17 mins,Original Recording Audiobook,Education & Learning,2.5,259.0,$0.00 
2026,2027,Learn Spanish with Innovative Language's Proven Language System - Level 2: Absolute Beginner Spanish,Absolute Beginner Spanish #51,Innovative Language Learning,SpanishPod101.com,17 mins,Original Recording Audiobook,Education & Learning,2.7,394.0,$0.00 
2027,2028,Learn English with Innovative Language's Proven Language System - Level 05: Advanced,Advanced English #2,Innovative Language Learning,EnglishClass101.com,17 mins,Original Recording Audiobook,Education & Learning,3,131.0,$0.00 
2028,2029,Learn Arabic with Innovative Language's Proven Language System - Level 1: Introduction to Arabic,,Innovative Language Learning,ArabicPod101.com,17 mins,Original Recording Audiobook,Education & Learning,3.4,172.0,$0.00 
2029,2030,The 7 Day Mental Diet,,Emmet Fox,Jason McCoy,17 mins,Unabridged Audiobook,"Relationships, Parenting & Personal Development",4.8,88.0,$2.79 
2030,2031,Summary: Cal Newport's Deep Work: Rules for Focused Success in a Distracted World,,Ant Hive Media,Doron Alon,17 mins,Unabridged Audiobook,,3.9,70.0,$3.95 
2031,2032,Shadow People,From the 4th Dimension,Peter Woods,Luke Milligan,17 mins,Unabridged Audiobook,Religion & Spirituality,,,$3.95 
2032,2033,Summary Ted Talks by Chris Anderson: The Official TED Guide to Public Speaking,,Ant Hive Media,George Utley,17 mins,Unabridged Audiobook,Business & Careers,3.6,5.0,$3.95 
2033,2034,Charlie Cook's Favourite Book,,Julia Donaldson,Imelda Staunton,17 mins,Unabridged Audiobook,Children's Audiobooks,4.5,21.0,$4.36 
2034,2035,The Gift of the Magi,,O. Henry,Mike Vendetti,17 mins,Unabridged Audiobook,Literature & Fiction,4,1.0,$7.13 
2035,2036,What the Ladybird Heard,,Julia Donaldson,Alexander Armstrong,17 mins,Unabridged Audiobook,Children's Audiobooks,4.7,15.0,$4.36 
2036,2037,Man's Search for Meaning by Viktor Frankl - Book Summary,,Dean Bokhari,Dean Bokhari,17 mins,Unabridged Audiobook,Politics & Social Sciences,4.3,4.0,$3.49 
2037,2038,Learn Spanish with Innovative Language's Proven Language System - Level 05: Advanced,Advanced Spanish #1,Innovative Language Learning,SpanishPod101.com,18 mins,Original Recording Audiobook,Education & Learning,2.2,139.0,$0.00 
2038,2039,Pete the Cat's Super Cool Reading Collection,,James Dean,Teddy Walsh,18 mins,Unabridged Audiobook,Children's Audiobooks,4.6,160.0,$10.26 
2039,2040,Learn French with Innovative Language's Proven Language System - Level 5,Advanced French #2,Innovative Language Learning,FrenchPod101.com,18 mins,Original Recording Audiobook,Education & Learning,2.5,154.0,$0.00 
2040,2041,Learn German with Innovative Language's Proven Language System - Level 2: Absolute Beginner German,,Innovative Language Learning,Judith Meyer,19 mins,Original Recording Audiobook,,2.8,168.0,$0.00 
2041,2042,Learn Korean with Innovative Language's Proven Language System - Level 05: Advanced,Advanced Korean #3,Innovative Language Learning,KoreanClass101.com,19 mins,Original Recording Audiobook,Education & Learning,2.9,38.0,$0.00 
2042,2043,The Tuttle Twins Learn About the Law,,Connor Boyack,Nancy Peterson,19 mins,Unabridged Audiobook,Children's Audiobooks,4.6,74.0,$3.95 
2043,2044,"You Have Downloaded a Virus!: Click ""OK"" to Remove","Computer Safety Check, Book 1",A. Zens,411 Audio,19 mins,,,4 out of 5 stars,45.0,$3.95 
2044,2045,Libros para ninos en español: Leonardo la serie el león [Children's Books in Spanish: Leonardo the Lion Series],,Leela Hope,Claudia R. Barrett,19 mins,Unabridged Audiobook,Children's Audiobooks,4.4,22.0,$3.95 
2045,2046,Romanian for Beginners,Learn Romanian in 7 days!,Project Fluency,Diana Danila,19 mins,Unabridged Audiobook,Education & Learning,4.3,18.0,$3.95 
2046,2047,Peppa Pig: Peppa Meets the Queen and Other Audio Stories,,Ladybird,John Sparkes,19 mins,Unabridged Audiobook,Children's Audiobooks,4.3,6.0,$13.08 
2047,2048,Learn Japanese with Innovative Language's Proven Language System - Level 3: Beginner Japanese,Beginner Japanese #5,Innovative Language Learning,JapanesePod101.com,20 mins,Original Recording Audiobook,Education & Learning,3.3,137.0,$0.00 
2048,2049,Learn Korean with Innovative Language's Proven Language System - Level 3: Beginner Korean,Beginner Korean #6,Innovative Language Learning,KoreanClass101.com,20 mins,Original Recording Audiobook,Education & Learning,3.3,58.0,$0.00 
2049,2050,Learn French with Innovative Language's Proven Language System - Level 2: Absolute Beginner French,Absolute Beginner French #31,Innovative Language Learning,FrenchPod101.com,20 mins,Original Recording Audiobook,Education & Learning,3,274.0,$0.00 
2050,2051,Arcadia Falls: Free First Chapter,,Carol Goodman,Jen Taylor,20 mins,Unabridged Audiobook,"Mystery, Thriller & Suspense",3.6,975.0,$0.00 
2051,2052,Dr. Sebi Cure for Kidney Disease Made Simple,The Total Guide on How to Efficiently Cure and Treat Kidney Disease Through Dr. Sebi Alkaline Diet Habits,Jose Constanza,Judah Paul Andrews,20 mins,Unabridged Audiobook,Health & Wellness,4.1,15.0,$3.95 
2052,2053,The Magic School Bus: Inside the Earth,,Joanna Cole,Polly Adams,20 mins,Unabridged Audiobook,Children's Audiobooks,4.5,68.0,$8.39 
2053,2054,"56 Traits of Aspergers Syndrome, High Functioning Autism, and Autism Spectrum Disorders",Do the Hypersensitive and Eccentric People in Your Life Have Aspergers Syndrome?,J. B. Snow,Mike Norgaard,20 mins,Unabridged Audiobook,"Relationships, Parenting & Personal Development",4.1,135.0,$3.95 
2054,2055,How to Remember Names and Faces,,Dale Carnegie,Jason McCoy,20 mins,Unabridged Audiobook,Business & Careers,4,58.0,$2.79 
2055,2056,Prophets of Waaagh!: The End of Daze,"Warhammer 40,000",Guy Haley,Tom Alexander,20 mins,Unabridged Audiobook,Science Fiction & Fantasy,4.7,150.0,$4.36 
2056,2057,Summary of Marshall B. Rosenberg’s Nonviolent Communication by Swift Reads,,Swift Reads,Joseph Passaro,20 mins,Unabridged Audiobook,Business & Careers,4.1,14.0,$3.95 
2057,2058,Historias Sexuales para adultos [Adult Sex Stories],"Te para tres? Claro que si! Relatos eróticos de alto vapor, para mujeres, hombres y parejas. Bisexuales, Lesbianas e Interracial. ... para mujeres nº 1) [Tea for Three? Yes of Course! High Steam Erotic Stories, for Women, Men and Couples. Bisexual, Lesbian and Interracial. ... for Women # 1)]",Mariano Flynn,Pilar Corral,20 mins,Unabridged Audiobook,Erotica,1,1.0,$3.95 
2058,2059,The Waaagh! Faker,"Warhammer 40,000",Guy Haley,Tom Alexander,20 mins,Unabridged Audiobook,Science Fiction & Fantasy,4.8,100.0,$4.36 
2059,2060,Learn Korean with Innovative Language's Proven Language System - Level 2: Absolute Beginner Korean,Absolute Beginner Korean #4,Innovative Language Learning,KoreanClass101.com,21 mins,Original Recording Audiobook,Education & Learning,4,101.0,$0.00 
2060,2061,"The Body Keeps the Score | Key Takeaways, Analysis & Review","Brain, Mind, and Body in the Healing of Trauma by Bessel van der Kolk, MD",Instaread,Michael Gilboe,21 mins,Unabridged Audiobook,Health & Wellness,4,103.0,$3.95 
2061,2062,Learn English with Innovative Language's Proven Language System - Level 3: Beginner English,Beginner English #4,Innovative Language Learning,EnglishClass101.com,21 mins,Original Recording Audiobook,Education & Learning,3.4,69.0,$0.00 
2062,2063,Learn Arabic with Innovative Language's Proven Language System - Level 2: Absolute Beginner Arabic,Absolute Beginner Arabic #6,Innovative Language Learning,ArabicPod101.com,21 mins,Original Recording Audiobook,Education & Learning,3.2,68.0,$0.00 
2063,2064,Daddy’s Bad Student Needs Punishment,"A Taboo, Hardcore, First Time Story (Bad Daughters, Book 10)",Hayden Ash,Leah Littles,21 mins,Unabridged Audiobook,Erotica,,,$3.95 
2064,2065,"The Five Dysfunctions of a Team: A Leadership Fable, by Patrick Lencioni","Key Takeaways, Analysis & Review",Instaread,Michael Gilboe,21 mins,Unabridged Audiobook,Business & Careers,4.1,169.0,$3.95 
2065,2066,Summary of Gary Zukav’s The Seat of the Soul by Milkyway Media,,Milkyway Media,Joseph Passaro,21 mins,Unabridged Audiobook,Religion & Spirituality,4.8,14.0,$3.95 
2066,2067,Why I Write,,George Orwell,Peter Noble,21 mins,Unabridged Audiobook,Literature & Fiction,4,1.0,$3.95 
2067,2068,Ricky Ricotta's Mighty Robot,"Ricky Ricotta, Book 1",Dav Pilkey,Oliver Wyman,21 mins,Unabridged Audiobook,Children's Audiobooks,5,4.0,$12.59 
2068,2069,Summary of Scott Galloway's Post Corona,,Falcon Press,Paul Bartlett,21 mins,Unabridged Audiobook,,,,$3.95 
2069,2070,Ricky Ricotta's Mighty Robot vs. the Mutant Mosquitoes from Mercury,"Ricky Ricotta, Book 2",Dav Pilkey,Oliver Wyman,21 mins,Unabridged Audiobook,Children's Audiobooks,5,1.0,$7.69 
2070,2071,Summary of Mark Manson's Models,,Milkyway Media,Joseph Passaro,21 mins,Unabridged Audiobook,"Relationships, Parenting & Personal Development",,,$3.95 
2071,2072,Martin Ford's Rise of the Robots: Technology and the Threat of a Jobless Future Summary,,Ant Hive Media,Robert Barbere,21 mins,Unabridged Audiobook,Science & Engineering,3.5,19.0,$3.95 
2072,2073,Analysis of Gay Hendricks’s The Big Leap,By Milkyway Media,Milkyway Media,Natalie Gray,21 mins,Unabridged Audiobook,"Relationships, Parenting & Personal Development",4.8,4.0,$3.95 
2073,2074,How to Get Kids to Listen & Listen So Kids Will Talk,,J.D. Rockefeller,Allison McKay,21 mins,Unabridged Audiobook,"Relationships, Parenting & Personal Development",3.6,17.0,$3.95 
2074,2075,And Still I Rise (Unabridged Selections),A Book of Poems,Maya Angelou,Maya Angelou,22 mins,Abridged Audiobook,Literature & Fiction,4.9,1278.0,$13.27 
2075,2076,US Citizenship test Civics Flash Cards for the Naturalization Exam 2021| Includes Online Audios with all official 100 USCIS Questions and Answers | USCIS N-400. Get ready for the Immigration Test in only 20 days.,,Sanlop Group,Sanlop Group,22 mins,Unabridged Audiobook,History,4.8,90.0,$3.95 
2076,2077,Summary: Getting Things Done by David Allen,,BookSuma Publishing,Daniel Greenberg,22 mins,Unabridged Audiobook,,4.5,53.0,$3.95 
2077,2078,Gay Taboo Fiction - Filled with Force by My Father in Law,Gay MM Erotica,Ricky Hard,D. Paul Faulkner,22 mins,Unabridged Audiobook,Erotica,4.2,10.0,$3.95 
2078,2079,The Blood-Stained Pavement,A Miss Marple Short Story,Agatha Christie,Joan Hickson,22 mins,Unabridged Audiobook,Literature & Fiction,,,$2.17 
2079,2080,Melanie Klein: Object Relations Theory,,Steven G. Carley MS,Steven G. Carley,22 mins,Unabridged Audiobook,Biographies & Memoirs,2.2,14.0,$3.95 
2080,2081,Learn Korean with Innovative Language's Proven Language System - Level 1: Introduction to Korean,Introduction to Korean #2,Innovative Language Learning,KoreanClass101.com,23 mins,Original Recording Audiobook,Education & Learning,3.9,261.0,$0.00 
2081,2082,The Willie Lynch Letter and the Making of a Slave,,Willie Lynch,Ronald Eastwood,23 mins,Unabridged Audiobook,Literature & Fiction,4.6,581.0,$4.95 
2082,2083,How to Create CPN Numbers the Right Way,A Step by Step Guide to Creating CPN Numbers Legally,Alex Parkinson,Martin Landry,23 mins,Unabridged Audiobook,Money & Finance,4.5,33.0,$3.95 
2083,2084,The Snail and the Whale,,Julia Donaldson,Imelda Staunton,23 mins,Unabridged Audiobook,Children's Audiobooks,4.6,150.0,$4.36 
2084,2085,Summary of Adam Grant's Think Again,,Falcon Press,Stewart Crank,23 mins,Unabridged Audiobook,,5,1.0,$3.95 
2085,2086,"The Goal: A Process of Ongoing Improvement by Eliyahu M. Goldratt and Jeff Cox: Key Takeaways, Analysis & Review",,Instaread,Michael Gilboe,23 mins,Unabridged Audiobook,Business & Careers,3.8,65.0,$3.95 
2086,2087,The Enormous Crocodile,,Roald Dahl,Stephen Fry,23 mins,Unabridged Audiobook,,4.8,26.0,$19.19 
2087,2088,"Summary of Too Good to Leave, Too Bad to Stay: A Step-by-Step Guide to Help You Decide Whether to Stay In or Get Out of Your Relationship by Mira Kirshenbaum",,Scorpio Digital Press,Jim Lemonides,23 mins,Unabridged Audiobook,"Relationships, Parenting & Personal Development",4.9,30.0,$3.95 
2088,2089,Cyclothymic Disorder and Cyclothymia,"Moods and Mood Swings That Control Your Life: Transcend Mediocrity, Book 155",J. B. Snow,Pete Beretta,23 mins,Unabridged Audiobook,,4.1,15.0,$3.95 
2089,2090,What Makes an Effective Executive,,Peter F. Drucker,Bill DeWees,23 mins,Unabridged Audiobook,Business & Careers,4.3,426.0,$2.80 
2090,2091,A Squash and a Squeeze,,Julia Donaldson,Imelda Staunton,23 mins,Unabridged Audiobook,Children's Audiobooks,4.6,32.0,$4.36 
2091,2092,Summary of Douglas Stone’s Thanks for the Feedback,,IDB Books,Will Morrow,23 mins,Unabridged Audiobook,Business & Careers,,,$3.95 
2092,2093,The Vanity of Human Wishes,The Tenth Satire of Juvenal Imitated,Samuel Johnson,Denis Daly,23 mins,Unabridged Audiobook,Literature & Fiction,3.5,6.0,$7.13 
2093,2094,Peppa Pig: Dentist Trip and Other Audio Stories,,Ladybird,John Sparkes,23 mins,Unabridged Audiobook,Children's Audiobooks,4.6,10.0,$13.08 
2094,2095,Tree of Secrets,A Tranquil Bedtime Story for Adults,Wysteria T.,Wysteria T.,23 mins,Unabridged Audiobook,Health & Wellness,,,$3.95 
2095,2096,The Velveteen Rabbit,,Margery Williams,Richard Armitage,24 mins,Unabridged Audiobook,Children's Audiobooks,4.9,200.0,$0.00 
2096,2097,Learn Japanese with Innovative Language's Proven Language System - Level 1: Introduction to Japanese,,Innovative Language Learning,Peter Galante,24 mins,Original Recording Audiobook,Education & Learning,4,668.0,$0.00 
2097,2098,The Gruffalo,Includes a Song and Read-Along Track,Julia Donaldson,Imelda Staunton,24 mins,Unabridged Audiobook,Children's Audiobooks,5,6.0,$8.40 
2098,2099,Summary of Shad Helmstetter's What to Say When You Talk to Your Self by Milkyway Media,,Milkyway Media,Adrienne Walker,24 mins,Unabridged Audiobook,"Relationships, Parenting & Personal Development",3.7,41.0,$3.95 
2099,2100,Room on the Broom,,Julia Donaldson,Josie Lawrence,24 mins,Unabridged Audiobook,Children's Audiobooks,5,31.0,$7.00 
2100,2101,La ninfa de porcelana [The Porcelain Nymph],,Isabel Allende,Isabel Allende,24 mins,Unabridged Audiobook,Literature & Fiction,4.4,1991.0,$4.72 
2101,2102,"Summary of The 4 Disciplines of Execution by Chris McChesney, Sean Covey, and Jim Huling",Includes Analysis,Instaread,Sam Scholl,24 mins,Unabridged Audiobook,Business & Careers,3.9,66.0,$3.95 
2102,2103,The Trojan Horse,The Fall of Troy - A Greek Myth,Justine Fontes,Book Buddy Digital Media,24 mins,Unabridged Audiobook,Children's Audiobooks,,,$4.89 
2103,2104,Morningstar,Primarchs: The Horus Heresy,Graham McNeill,Sean Connolly,24 mins,Unabridged Audiobook,Science Fiction & Fantasy,4.6,52.0,$4.36 
2104,2105,"Wicca: Magic Spells for Wealth, Prosperity and Money",,Dayanara Blue Star,Kevin Theis,24 mins,Unabridged Audiobook,Religion & Spirituality,3.8,6.0,$3.95 
2105,2106,F-----g the Boss's Cowboy Nephew,Gay Sex Confessions Number 4,Rod Mandelli,Luke Avery,24 mins,Unabridged Audiobook,Erotica,4.1,12.0,$3.95 
2106,2107,Peppa Pig: Peppa Goes Swimming and Other Audio Stories,,Ladybird,John Sparkes,24 mins,Unabridged Audiobook,Children's Audiobooks,4.6,13.0,$13.08 
2107,2108,Summary of Jonathan Haidt's The Happiness Hypothesis,,Falcon Press,Paul Bartlett,24 mins,Unabridged Audiobook,,,,$3.95 
2108,2109,The Power Of: M.I.N.D,,Anonymous G,Andrew Amador,24 mins,Unabridged Audiobook,"Relationships, Parenting & Personal Development",5,5.0,$3.95 
2109,2110,The Other America - A Speech from The Radical King (Free),,Cornel West - editor,Wanda Sykes,25 mins,Unabridged Audiobook,History,4.7,3271.0,$0.00 
2110,2111,Civics Test Audio Study Guide for the U.S. Citizenship Naturalization and the American Civics Exam,With All 100 Official Questions and Answers from USCIS,Immigration Consult,Immigrationconsult.org,25 mins,Unabridged Audiobook,History,4.7,281.0,$3.95 
2111,2112,Pitch Anything by Oren Klaff - Book Summary,"An Innovative Method for Presenting, Persuading, and Winning the Deal",Dean Bokhari,Dean Bokhari,25 mins,Unabridged Audiobook,Business & Careers,3.8,24.0,$4.89 
2112,2113,His Dark Materials: Serpentine,,Philip Pullman,Olivia Colman,25 mins,Unabridged Audiobook,Children's Audiobooks,4.6,117.0,$11.20 
2113,2114,Summary: Tony Robbins' Money Master the Game: 7 Simple Steps to Financial Freedom,,Ant Hive Media,Commodore James,25 mins,Unabridged Audiobook,Money & Finance,3.5,53.0,$3.95 
2114,2115,Focus for New Managers: Giving You the Focus to Get Things Done,,Phil Roberts,Ian James,25 mins,Unabridged Audiobook,Business & Careers,5,3.0,$3.95 
2115,2116,The Sentinel,,Arthur C. Clarke,Ralph Lister,25 mins,Unabridged Audiobook,Science Fiction & Fantasy,4.7,68.0,$6.95 
2116,2117,Summary of 'The Whole-Brain Child' by Daniel J. Siegel and Tina Payne Bryson | Includes Analysis,,Instaread,Susan Murphy,25 mins,Unabridged Audiobook,Health & Wellness,4,23.0,$3.95 
2117,2118,The Hunger Artist,,Franz Kafka,Paul Brion,25 mins,Unabridged Audiobook,Literature & Fiction,4.7,19.0,$7.13 
2118,2119,Summary of Ray Dalio’s Big Debt Crises,,Swift Reads,Richard Webb,25 mins,Unabridged Audiobook,Money & Finance,4.1,66.0,$3.95 
2119,2120,Daddy is Seduced by the Little Virgin,Impregnating and Milking the Step Daughter,Terra Williams,Lauren Sweet,25 mins,Unabridged Audiobook,Erotica,3.7,23.0,$3.95 
2120,2121,Tempting and Seducing My Special Man,Extreme Taboo Forbidden Erotica,Julie Pleasures,Cheyanne Humble,25 mins,Unabridged Audiobook,Erotica,4.3,3.0,$3.95 
2121,2122,Summary of Richard N. Bolles’s What Color Is Your Parachute? by Swift Reads,,Swift Reads,Richard Webb,25 mins,Unabridged Audiobook,Business & Careers,3,5.0,$3.95 
2122,2123,The Pacifist,,Arthur C. Clarke,Ralph Lister,25 mins,Unabridged Audiobook,Science Fiction & Fantasy,,,$6.95 
2123,2124,Gauri and the Talking Cow,,Devdutt Pattanaik,Rohini Vij,25 mins,Unabridged Audiobook,Children's Audiobooks,,,$8.39 
2124,2125,Depression Relief,"How to Stop Feeling Anxious, Low Moods, Worry, Guilt, Sadness and Not Getting Any Enjoyment out of Life within 7 Days or Less",Mike Mitchell,Joseph M. Clarke,25 mins,Unabridged Audiobook,Health & Wellness,4.6,33.0,$3.95 
2125,2126,Bedtime Stories for Kids,"Your Child, by Reading or Listening to These Beautiful Tales, Will Easily Fall Asleep and He Will Rest as a Little Angel",Mark Goldstein,Bonnie Oakes Charron,26 mins,Unabridged Audiobook,Children's Audiobooks,4.8,61.0,$3.95 
2126,2127,Neville Goddard - Believe in It,,Neville Goddard,Clay Lomakayu,26 mins,Unabridged Audiobook,"Relationships, Parenting & Personal Development",4.8,614.0,$3.95 
2127,2128,The Untethered Soul: The Journey Beyond Yourself by Michael A. Singer,"Key Takeaways, Analysis & Review",Eureka Books,Michael Pauley,26 mins,Unabridged Audiobook,"Relationships, Parenting & Personal Development",3.8,86.0,$3.95 
2128,2129,The Magic School Bus: Climate Challenge,,Joanna Cole,Polly Adams,26 mins,Unabridged Audiobook,Children's Audiobooks,4.5,35.0,$8.39 
2129,2130,Nicolás Maquiavelo [Spanish Edition],El fin justifica los medios [The End Justifies the Means],Online Studio Productions,uncredited,26 mins,Unabridged Audiobook,Biographies & Memoirs,4.3,23.0,$3.50 
